gene_symbol	gene_symbol_long	_identifier	primary
MYB50	MYB transcription factor 50 gene	glyma.Wm82.gnm2.ann1.Glyma.11G052100	1
PGLCAT8	glycosyltransferase gene	glyma.Wm82.gnm2.ann1.Glyma.11G053000	1
WRKY113	WRKY Transcription Factor gene 113	glyma.Wm82.gnm2.ann1.Glyma.11G053100	1
WRKY14	WRKY transcription factor gene 14	glyma.Wm82.gnm2.ann1.Glyma.11G053100	0
SGT2	soyasapogenol B glucuronide galactosyltransferase gene	glyma.Wm82.gnm2.ann1.Glyma.11G053400	1
UGT73P2	Plant uridine 5' -diphosphate glycosyltransferase 73P2 gene	glyma.Wm82.gnm2.ann1.Glyma.11G053400	0
ABA1	Abscisic acid 1 gene	glyma.Wm82.gnm2.ann1.Glyma.11G055700	1
HSF-25	heat stress transcription factor 25 gene	glyma.Wm82.gnm2.ann1.Glyma.11G056200	1
KRP1b	Kip-Related Protein gene 1b	glyma.Wm82.gnm2.ann1.Glyma.11G056700	1
POD65	Peroxidase gene 65	glyma.Wm82.gnm2.ann1.Glyma.11G058100	1
SnRK2-17	SNF2-Related Kinase gene 17	glyma.Wm82.gnm2.ann1.Glyma.11G058800	1
Lac40	Laccase gene 40	glyma.Wm82.gnm2.ann1.Glyma.11G059200	1
DOF11.1	Dof transcription factor Chr. 11 gene 1	glyma.Wm82.gnm2.ann1.Glyma.11G059300	1
GELP87	GDSL-type esterase/lipase protein gene 87	glyma.Wm82.gnm2.ann1.Glyma.11G059800	1
CYP82C1	Cytochrome P450 82C1-like gene	glyma.Wm82.gnm2.ann1.Glyma.11G060100	1
BTB062	BTB gene 62	glyma.Wm82.gnm2.ann1.Glyma.11G061200	1
NFR5A	Nod factor receptor protein 5A gene	glyma.Wm82.gnm2.ann1.Glyma.11G063100	1
BES1-6	BRI1-EMS-SUPPRESSOR 1 gene 6	glyma.Wm82.gnm2.ann1.Glyma.11G064300	1
BES1-6	BES1-like gene 6	glyma.Wm82.gnm2.ann1.Glyma.11G064300	0
SOYGBFA	G-box binding factor gene	glyma.Wm82.gnm2.ann1.Glyma.11G065000	1
CHR35	Chromatin Remodeling Protein gene 35	glyma.Wm82.gnm2.ann1.Glyma.11G067500	1
TLP9	Tubby-like Protein gene 9	glyma.Wm82.gnm2.ann1.Glyma.11G069400	1
APY2-3	Apyrase 2 gene 3	glyma.Wm82.gnm2.ann1.Glyma.11G069400	0
Lac41	Laccase gene 41	glyma.Wm82.gnm2.ann1.Glyma.11G069500	1
Lac42	Laccase gene 42	glyma.Wm82.gnm2.ann1.Glyma.11G069600	1
IFR1	isoflavone reductase homolog 1 gene	glyma.Wm82.gnm2.ann1.Glyma.11G070300	1
IFR	isoflavone reductase gene	glyma.Wm82.gnm2.ann1.Glyma.11G070500	1
SFH15	Sec14 homology protein 15 gene	glyma.Wm82.gnm2.ann1.Glyma.11G071900	1
POD66	Peroxidase gene 66	glyma.Wm82.gnm2.ann1.Glyma.11G072000	1
GLYI-13	Glyoxylase 1 gene 13	glyma.Wm82.gnm2.ann1.Glyma.11G075000	1
NAC076	NAC domain-containing protein gene 76	glyma.Wm82.gnm2.ann1.Glyma.11G075400	1
WOX18	Wuschel-related homeobox transcription factor gene 18	glyma.Wm82.gnm2.ann1.Glyma.11G076500	1
HK08	Root preferential, Histidine Kinase gene 8	glyma.Wm82.gnm2.ann1.Glyma.11G078300	1
APX-3a2	Ascorbate peroxidase 3 gene a2	glyma.Wm82.gnm2.ann1.Glyma.11G078400	1
GELP88	GDSL-type esterase/lipase protein gene 88	glyma.Wm82.gnm2.ann1.Glyma.11G079400	1
FDa2	Flowering Locus Da gene 2	glyma.Wm82.gnm2.ann1.Glyma.11G080000	1
SEPB2	peroxidase sEPb2 gene	glyma.Wm82.gnm2.ann1.Glyma.11G080300	1
APS-5a2	Ascorbate peroxidase 5 gene a2	glyma.Wm82.gnm2.ann1.Glyma.11G080900	1
NRPB1-2	DNA-directed RNA polymerase II subunit 1 gene 2	glyma.Wm82.gnm2.ann1.Glyma.11G081200	1
C2-108	C2-domain containing protein gene 108	glyma.Wm82.gnm2.ann1.Glyma.11G081500	1
ANK117	Ankyrin Repeat protein gene 117	glyma.Wm82.gnm2.ann1.Glyma.11G081800	1
ANK118	Ankyrin Repeat protein gene 118	glyma.Wm82.gnm2.ann1.Glyma.11G081900	1
SAT6	Serine Acetyltransferase gene 6	glyma.Wm82.gnm2.ann1.Glyma.11G084100	1
MLH3	MutL Homolog 3 gene	glyma.Wm82.gnm2.ann1.Glyma.11G086300	1
PHT3.5	Phosphate Trasporter group 3 gene 3.5	glyma.Wm82.gnm2.ann1.Glyma.11G087800	1
ABCG14-2	ABC transporter G family member 14 gene 2	glyma.Wm82.gnm2.ann1.Glyma.11G090200	1
ABCE2-1	ABC transporter E family member 2 gene 1	glyma.Wm82.gnm2.ann1.Glyma.11G090900	1
CCS12	Copper Chaperone For Superoxide Dismutase gene 12	glyma.Wm82.gnm2.ann1.Glyma.11G091400	1
CYP81D5	cytochrome P450 81D5-like gene	glyma.Wm82.gnm2.ann1.Glyma.11G093100	1
SIR	sulfite reductase [ferredoxin], chloroplastic gene	glyma.Wm82.gnm2.ann1.Glyma.11G093200	1
ABCG15L-6	ABC transporter G family member 15-like gene 6	glyma.Wm82.gnm2.ann1.Glyma.11G093800	1
ABCG15L-7	ABC transporter G family member 15-like gene 7	glyma.Wm82.gnm2.ann1.Glyma.11G093900	1
GLN52	Glutamine Synthase gene 52	glyma.Wm82.gnm2.ann1.Glyma.11G094902	1
GLN53	Glutamine Synthase gene 53	glyma.Wm82.gnm2.ann1.Glyma.11G095000	1
GLN54	Glutamine Synthase gene 54	glyma.Wm82.gnm2.ann1.Glyma.11G095100	1
GLN55	Glutamine Synthase gene 55	glyma.Wm82.gnm2.ann1.Glyma.11G095200	1
NAC077	NAC domain-containing protein gene 77	glyma.Wm82.gnm2.ann1.Glyma.11G096600	1
EXLA1	expansin-like A gene 1	glyma.Wm82.gnm2.ann1.Glyma.11G096700	1
LEA2-58	late embryogenesis abundant 2 gene 58	glyma.Wm82.gnm2.ann1.Glyma.11G097100	1
ANK119	Ankyrin Repeat protein gene 119	glyma.Wm82.gnm2.ann1.Glyma.11G097200	1
Lac43	Laccase gene 43	glyma.Wm82.gnm2.ann1.Glyma.11G097300	1
XIP1-2	aquaporin XIP1-2 gene	glyma.Wm82.gnm2.ann1.Glyma.11G097800	1
CYP1	peptidyl-prolyl cis-trans isomerase 1 gene	glyma.Wm82.gnm2.ann1.Glyma.11G098700	1
POD67	Peroxidase gene 67	glyma.Wm82.gnm2.ann1.Glyma.11G101200	1
MED35-1	Mediator Complex 35 gene 1	glyma.Wm82.gnm2.ann1.Glyma.11G102600	1
C2-109	C2-domain containing protein gene 109	glyma.Wm82.gnm2.ann1.Glyma.11G103300	1
DWF1b	Dwarf gene 1b	glyma.Wm82.gnm2.ann1.Glyma.11G103500	1
ANK120	Ankyrin Repeat protein gene 120	glyma.Wm82.gnm2.ann1.Glyma.11G104500	1
MGT21	Magnesium Transporter gene 21	glyma.Wm82.gnm2.ann1.Glyma.11G105300	1
LAX10	auxin transporter-like protein gene 10	glyma.Wm82.gnm2.ann1.Glyma.11G106000	1
CYP41	peptidyl-prolyl cis-trans isomerase CYP41 gene	glyma.Wm82.gnm2.ann1.Glyma.11G106400	1
ADF12	Actin Deplymerizing Factor gene 12	glyma.Wm82.gnm2.ann1.Glyma.11G106600	1
MYBZ2	transcription factor MYBZ2 gene	glyma.Wm82.gnm2.ann1.Glyma.11G107100	1
APX-3a1	Ascorbate peroxidase 3 gene a1	glyma.Wm82.gnm2.ann1.Glyma.11G107200	1
C2-110	C2-domain containing protein gene 110	glyma.Wm82.gnm2.ann1.Glyma.11G107300	1
bZIP84	Basic leucine zipper transcription factor-like protein gene 84	glyma.Wm82.gnm2.ann1.Glyma.11G108100	1
PLATZ20	PLATZ gene 20	glyma.Wm82.gnm2.ann1.Glyma.11G109100	1
DET2	Steroid reductase gene	glyma.Wm82.gnm2.ann1.Glyma.11G110300	1
bZIP28	bZIP transcription factor gene 28	glyma.Wm82.gnm2.ann1.Glyma.11G110400	1
bZIP85	Basic leucine zipper transcription factor-like protein gene 85	glyma.Wm82.gnm2.ann1.Glyma.11G110400	0
GRF11	growth-regulating factor gene 11	glyma.Wm82.gnm2.ann1.Glyma.11G110700	1
EDS5	MATE efflux family protein 4, chloroplastic-like gene	glyma.Wm82.gnm2.ann1.Glyma.11G112100	1
CLV1A	receptor protein kinase-like protein gene	glyma.Wm82.gnm2.ann1.Glyma.11G114100	1
bZIP86	Basic leucine zipper transcription factor-like protein gene 86	glyma.Wm82.gnm2.ann1.Glyma.11G114800	1
SFH16	Sec14 homology protein 16 gene	glyma.Wm82.gnm2.ann1.Glyma.11G115000	1
SFH17	Sec14 homology protein 17 gene	glyma.Wm82.gnm2.ann1.Glyma.11G115100	1
CIB1	basic helix-loop-helix transcription activator CIB1 gene	glyma.Wm82.gnm2.ann1.Glyma.11G117100	1
STP	sorbitol-like transporter gene	glyma.Wm82.gnm2.ann1.Glyma.11G119500	1
LPAT	Lysophosphatidyl acyltransferase gene	glyma.Wm82.gnm2.ann1.Glyma.11G120600	1
ARI7	ariadne A subfamily protein ARI7	glyma.Wm82.gnm2.ann1.Glyma.11G121300	1
HB2	Non-symbiotic hemoglobin 1-like gene	glyma.Wm82.gnm2.ann1.Glyma.11G121700	1
GLB1	Non-symbiotic hemoglobin gene 1	glyma.Wm82.gnm2.ann1.Glyma.11G121800	1
HB1	Non-symbiotic hemoglobin 2 gene	glyma.Wm82.gnm2.ann1.Glyma.11G121800	0
B3-70	B3 Transcription Factor gene 70	glyma.Wm82.gnm2.ann1.Glyma.11G124000	1
B3-71	B3 Transcription Factor gene 71	glyma.Wm82.gnm2.ann1.Glyma.11G124100	1
B3-72	B3 Transcription Factor gene 72	glyma.Wm82.gnm2.ann1.Glyma.11G124200	1
B3-73	B3 Transcription Factor gene 73	glyma.Wm82.gnm2.ann1.Glyma.11G124300	1
chitinaseIV-1	Chitinase Group 4 gene 1	glyma.Wm82.gnm2.ann1.Glyma.11G124500	1
B3-74	B3 Transcription Factor gene 74	glyma.Wm82.gnm2.ann1.Glyma.11G125200	1
GLYII-4	putative hydroxyacylglutathione hydrolase II gene 4	glyma.Wm82.gnm2.ann1.Glyma.11G126200	1
SKIP16	F-box protein SKIP16-like gene	glyma.Wm82.gnm2.ann1.Glyma.11G126500	1
bZIP87	Basic leucine zipper transcription factor-like protein gene 87	glyma.Wm82.gnm2.ann1.Glyma.11G126600	1
ARI1	putative E3 ubiquitin-protein ligase gene 1	glyma.Wm82.gnm2.ann1.Glyma.11G129000	1
C2-111	C2-domain containing protein gene 111	glyma.Wm82.gnm2.ann1.Glyma.11G130400	1
ALDH3J1	aldehyde dehydrogenase family 3 member J1 gene	glyma.Wm82.gnm2.ann1.Glyma.11G133300	1
LUXC	transcription factor LUXc gene	glyma.Wm82.gnm2.ann1.Glyma.11G136600	1
Lac44	Laccase gene 44	glyma.Wm82.gnm2.ann1.Glyma.11G137500	1
FTSH5	Filimentation Temperature-Sensitive H gene 5	glyma.Wm82.gnm2.ann1.Glyma.11G137700	1
EXPA5C	expansin A5c gene	glyma.Wm82.gnm2.ann1.Glyma.11G139100	1
PP2C18	Protein Phosphatase 2C-type gene 18	glyma.Wm82.gnm2.ann1.Glyma.11G139500	1
ANK121	Ankyrin Repeat protein gene 121	glyma.Wm82.gnm2.ann1.Glyma.11G140000	1
DOF11.2	Dof transcription factor Chr. 11 gene 2	glyma.Wm82.gnm2.ann1.Glyma.11G140200	1
WOX19	Wuschel-related homeobox transcription factor gene 19	glyma.Wm82.gnm2.ann1.Glyma.11G140400	1
MED37-8	Mediator Complex 37 gene 8	glyma.Wm82.gnm2.ann1.Glyma.11G140500	1
PITP23	Phosphatidylinositol Transfer Protein-like gene 23	glyma.Wm82.gnm2.ann1.Glyma.11G141100	1
MYB59	MYB DNA binding / transcription factor gene 59	glyma.Wm82.gnm2.ann1.Glyma.11G142900	1
ARF23	Auxin Responsive Factor gene 23	glyma.Wm82.gnm2.ann1.Glyma.11G145500	1
B3-75	B3 Transcription Factor gene 75	glyma.Wm82.gnm2.ann1.Glyma.11G145500	0
DRB2B	dsRNA-binding protein Drb2b gene	glyma.Wm82.gnm2.ann1.Glyma.11G145900	1
PIP2-3	aquaporin PIP2-3 gene	glyma.Wm82.gnm2.ann1.Glyma.11G146500	1
TOF11	Time of Flowering QTL on chromosome 11	glyma.Wm82.gnm2.ann1.Glyma.11G148362	1
CKX9	Cytokinin Oxidase/dehydrogenase gene 9	glyma.Wm82.gnm2.ann1.Glyma.11G149100	1
IQD39	protein IQ-DOMAIN gene 39	glyma.Wm82.gnm2.ann1.Glyma.11G149200	1
DRR2	disease resitance-responsive 2protein gene	glyma.Wm82.gnm2.ann1.Glyma.11G150300	1
DRR1	disease resistance response protein 1 gene	glyma.Wm82.gnm2.ann1.Glyma.11G150400	1
DRR3	disease resitance-responsive 3 protein gene	glyma.Wm82.gnm2.ann1.Glyma.11G150700	1
COMT38	caffeic acid O-methyltransferase gene 38	glyma.Wm82.gnm2.ann1.Glyma.11G150800	1
ATG6	beclin 1 protein	glyma.Wm82.gnm2.ann1.Glyma.11G153900	1
C2-112	C2-domain containing protein gene 112	glyma.Wm82.gnm2.ann1.Glyma.11G154100	1
CHR36	Chromatin Remodeling Protein gene 36	glyma.Wm82.gnm2.ann1.Glyma.11G154800	1
PRP3	repetitive proline-rich cell wall protein 3 gene	glyma.Wm82.gnm2.ann1.Glyma.11G154900	1
RR11	Root Preferential, Response Regulator Type-A gene 11	glyma.Wm82.gnm2.ann1.Glyma.11G155100	1
ANK122	Ankyrin Repeat protein gene 122	glyma.Wm82.gnm2.ann1.Glyma.11G157400	1
WNK4	with no lysine kinase gene 4	glyma.Wm82.gnm2.ann1.Glyma.11G159900	1
POD70	Peroxidase gene 70	glyma.Wm82.gnm2.ann1.Glyma.11G161600	1
RIP1	RIP1-like peroxidase gene	glyma.Wm82.gnm2.ann1.Glyma.11G161800	1
POD69	Peroxidase gene 69	glyma.Wm82.gnm2.ann1.Glyma.11G161800	0
POD69	Peroxidase gene 69	glyma.Wm82.gnm2.ann1.Glyma.11G161800	0
POD68	Peroxidase gene 68	glyma.Wm82.gnm2.ann1.Glyma.11G162100	1
WRKY114	WRKY Transcription Factor gene 114	glyma.Wm82.gnm2.ann1.Glyma.11G163300	1
WRKY19	WRKY transcription factor gene 19	glyma.Wm82.gnm2.ann1.Glyma.11G163300	0
CHX14b	Cation/H+ Exchanger Protein 14 gene B	glyma.Wm82.gnm2.ann1.Glyma.11G163600	1
Lac45	Laccase gene 45	glyma.Wm82.gnm2.ann1.Glyma.11G164000	1
CHX25b	Cation/H+ Exchanger Protein 25 gene B	glyma.Wm82.gnm2.ann1.Glyma.11G164200	1
FabD	malonyl-CoA:ACP malonyltransferase gene	glyma.Wm82.gnm2.ann1.Glyma.11G164500	1
BTB063	BTB gene 63	glyma.Wm82.gnm2.ann1.Glyma.11G167200	1
bZIP88	Basic leucine zipper transcription factor-like protein gene 88	glyma.Wm82.gnm2.ann1.Glyma.11G167400	1
bZIP91	Basic leucine zipper transcription factor-like protein gene 91	glyma.Wm82.gnm2.ann1.Glyma.11G168000	1
TPP11	Trehalose-6-Phosphate Phosphatase 11 gene	glyma.Wm82.gnm2.ann1.Glyma.11G168300	1
PP2C19	Protein Phosphatase 2C-type gene 19	glyma.Wm82.gnm2.ann1.Glyma.11G170200	1
DIN1	asparagine 1 gene	glyma.Wm82.gnm2.ann1.Glyma.11G171400	1
PP2C20	Protein Phosphatase 2C-type gene 20	glyma.Wm82.gnm2.ann1.Glyma.11G171600	1
FAD3	omega-3-fatty acid desaturase 3 gene	glyma.Wm82.gnm2.ann1.Glyma.11G174100	1
FAD3-2b	omega-3 fatty acid desaturase D gene	glyma.Wm82.gnm2.ann1.Glyma.11G174100	0
FAD3d	omega-3-fatty acid desaturase 3 gene 4	glyma.Wm82.gnm2.ann1.Glyma.11G174100	0
ANK123	Ankyrin Repeat protein gene 123	glyma.Wm82.gnm2.ann1.Glyma.11G174400	1
SMXL16	Suppressor of Max2 gene 1-like gene 16	glyma.Wm82.gnm2.ann1.Glyma.11G174500	1
CYP34	peptidyl-prolyl cis-trans isomerase CYP34 gene	glyma.Wm82.gnm2.ann1.Glyma.11G175200	1
PHT4.6	Phosphate Trasporter group 4 gene 4.6	glyma.Wm82.gnm2.ann1.Glyma.11G175800	1
ALMT22	aluminum-activated malate transporter family protein gene 22	glyma.Wm82.gnm2.ann1.Glyma.11G179100	1
LEA2-59	late embryogenesis abundant 2 gene 59	glyma.Wm82.gnm2.ann1.Glyma.11G179900	1
NAC078	NAC domain-containing protein gene 78	glyma.Wm82.gnm2.ann1.Glyma.11G182000	1
NAC90	PREDICTED: NAC domain-containing protein 90-like gene	glyma.Wm82.gnm2.ann1.Glyma.11G182000	0
LEA2-60	late embryogenesis abundant 2 gene 60	glyma.Wm82.gnm2.ann1.Glyma.11G182400	1
GLN56	Glutamine Synthase gene 56	glyma.Wm82.gnm2.ann1.Glyma.11G183200	1
PHR19	MYB-CC domain-containing transcription factor PHR19 gene	glyma.Wm82.gnm2.ann1.Glyma.11G183400	1
bZIP92	Basic leucine zipper transcription factor-like protein gene 92	glyma.Wm82.gnm2.ann1.Glyma.11G183700	1
TGA14	TGA transcription factor gene 14	glyma.Wm82.gnm2.ann1.Glyma.11G183700	0
HDA12	histone deacetylase 12 gene	glyma.Wm82.gnm2.ann1.Glyma.11G187800	1
HDT2	histone deacetylase HDT1-like gene 2	glyma.Wm82.gnm2.ann1.Glyma.11G189500	1
GELP89	GDSL-type esterase/lipase protein gene 89	glyma.Wm82.gnm2.ann1.Glyma.11G190600	1
CCS13	Copper Chaperone For Superoxide Dismutase gene 13 transcript 1	glyma.Wm82.gnm2.ann1.Glyma.11G192700	1
CCS14	Copper Chaperone For Superoxide Dismutase gene 14 transcript 2	glyma.Wm82.gnm2.ann1.Glyma.11G192700	0
CCS15	Copper Chaperone For Superoxide Dismutase gene 15 transcript 3	glyma.Wm82.gnm2.ann1.Glyma.11G192700	0
CCS16	Copper Chaperone For Superoxide Dismutase gene 16 transcript 4	glyma.Wm82.gnm2.ann1.Glyma.11G192700	0
BHLH59	basic helix-loop-helix transcription factor bHLH59 gene	glyma.Wm82.gnm2.ann1.Glyma.11G192800	1
CHYR10	CHY Zinc-Finger and Ring Finger Protein gene 10	glyma.Wm82.gnm2.ann1.Glyma.11G192900	1
GLYI-14	Glyoxylase 1 gene 14	glyma.Wm82.gnm2.ann1.Glyma.11G194200	1
GLXI	lactoylglutathione lyase gene 	glyma.Wm82.gnm2.ann1.Glyma.11G194300	1
GLYI-15	Glyoxylase 1 gene 15	glyma.Wm82.gnm2.ann1.Glyma.11G194300	0
ACS	acyl-CoA synthase gene	glyma.Wm82.gnm2.ann1.Glyma.11G194500	1
ABCF1-1	ABC transporter F family member 1 gene 1	glyma.Wm82.gnm2.ann1.Glyma.11G194700	1
TCP16	Teosinte branched1 and cycloidea and proliferating cell factor family protein gene 16	glyma.Wm82.gnm2.ann1.Glyma.11G196000	1
ABCG28L-5	ABC transporter G family member 28-like gene 5	glyma.Wm82.gnm2.ann1.Glyma.11G196100	1
GELP90	GDSL-type esterase/lipase protein gene 90	glyma.Wm82.gnm2.ann1.Glyma.11G197700	1
B3-76	B3 Transcription Factor gene 76	glyma.Wm82.gnm2.ann1.Glyma.11G197900	1
GSTU43	tau class glutathione S-transferase gene 43	glyma.Wm82.gnm2.ann1.Glyma.11G198500	1
B3-77	B3 Transcription Factor gene 77	glyma.Wm82.gnm2.ann1.Glyma.11G198800	1
LEA2-61	late embryogenesis abundant 2 gene 61	glyma.Wm82.gnm2.ann1.Glyma.11G199600	1
BTB064	BTB gene 64	glyma.Wm82.gnm2.ann1.Glyma.11G200201	1
LEA2-62	late embryogenesis abundant 2 gene 62	glyma.Wm82.gnm2.ann1.Glyma.11G203000	1
YSL1	probable metal-nicotianamine transporter YSL7-like gene	glyma.Wm82.gnm2.ann1.Glyma.11G203400	1
B3-78	B3 Transcription Factor gene 78	glyma.Wm82.gnm2.ann1.Glyma.11G204200	1
ARF24	Auxin Responsive Factor gene 24	glyma.Wm82.gnm2.ann1.Glyma.11G204200	0
CRK26	cysteine-rich receptor-like protein kinase gene 26	glyma.Wm82.gnm2.ann1.Glyma.11G204500	1
CRK27	cysteine-rich receptor-like protein kinase gene 27	glyma.Wm82.gnm2.ann1.Glyma.11G204700	1
CRK28	cysteine-rich receptor-like protein kinase gene 28	glyma.Wm82.gnm2.ann1.Glyma.11G204800	1
CRK29	cysteine-rich receptor-like protein kinase gene 29	glyma.Wm82.gnm2.ann1.Glyma.11G204900	1
CRK30	cysteine-rich receptor-like protein kinase gene 30	glyma.Wm82.gnm2.ann1.Glyma.11G205200	1
CRK31	cysteine-rich receptor-like protein kinase gene 31	glyma.Wm82.gnm2.ann1.Glyma.11G205300	1
CRK32	cysteine-rich receptor-like protein kinase gene 32	glyma.Wm82.gnm2.ann1.Glyma.11G205400	1
CRK33	cysteine-rich receptor-like protein kinase gene 33	glyma.Wm82.gnm2.ann1.Glyma.11G205600	1
CRK34	cysteine-rich receptor-like protein kinase gene 34	glyma.Wm82.gnm2.ann1.Glyma.11G206100	1
CPK2	Cysteine-rich receptor-like protein kinase gene	glyma.Wm82.gnm2.ann1.Glyma.11G206300	1
CRK35	cysteine-rich receptor-like protein kinase gene 35	glyma.Wm82.gnm2.ann1.Glyma.11G206300	0
CRK36	cysteine-rich receptor-like protein kinase gene 36	glyma.Wm82.gnm2.ann1.Glyma.11G206400	1
CRK37	cysteine-rich receptor-like protein kinase gene 37	glyma.Wm82.gnm2.ann1.Glyma.11G206700	1
CRK39	cysteine-rich receptor-like protein kinase gene 39	glyma.Wm82.gnm2.ann1.Glyma.11G207000	1
CRK40	cysteine-rich receptor-like protein kinase gene 40	glyma.Wm82.gnm2.ann1.Glyma.11G207300	1
CRK41	cysteine-rich receptor-like protein kinase gene 41	glyma.Wm82.gnm2.ann1.Glyma.11G207500	1
GRF12	growth-regulating factor gene 12	glyma.Wm82.gnm2.ann1.Glyma.11G208800	1
CEN1	SELF-PRUNING-like protein gene 1	glyma.Wm82.gnm2.ann1.Glyma.11G209500	1
ZPR3A	protein LITTLE ZIPPER 3-like gene A	glyma.Wm82.gnm2.ann1.Glyma.11G209700	1
GELP91	GDSL-type esterase/lipase protein gene 91	glyma.Wm82.gnm2.ann1.Glyma.11G209900	1
PT11A	prenyltransferase family protein PT11a gene	glyma.Wm82.gnm2.ann1.Glyma.11G210300	1
PT11B	prenyltransferase family protein PT11b gene	glyma.Wm82.gnm2.ann1.Glyma.11G210400	1
PT11C	prenyltransferase family protein PT11c gene	glyma.Wm82.gnm2.ann1.Glyma.11G210500	1
WOX22	Wuschel-related homeobox transcription factor gene 22	glyma.Wm82.gnm2.ann1.Glyma.11G210800	1
VOZ1E	Vascular plant one-zinc-finger transcription factor 1 gene E	glyma.Wm82.gnm2.ann1.Glyma.11G211900	1
IQM3b	IQM Calcium-independent Calmoulin binding protein gene 3b	glyma.Wm82.gnm2.ann1.Glyma.11G212100	1
NAC079	NAC domain-containing protein gene 79	glyma.Wm82.gnm2.ann1.Glyma.11G212400	1
PPR113	Pentatricopeptide-Repeat protein gene 113	glyma.Wm82.gnm2.ann1.Glyma.11G213300	1
GS1-beta1	glutamate--ammonia ligase gene	glyma.Wm82.gnm2.ann1.Glyma.11G215500	1
GLN57	Glutamine Synthase gene 57	glyma.Wm82.gnm2.ann1.Glyma.11G216000	1
DHAR-3b	DHAR class glutathione S-transferase 3 gene b	glyma.Wm82.gnm2.ann1.Glyma.11G216400	1
DHAR2	DHAR class glutathione S-transferase gene 2	glyma.Wm82.gnm2.ann1.Glyma.11G216400	0
GAI2	DELLA protein GAI gene 2	glyma.Wm82.gnm2.ann1.Glyma.11G216500	1
GR8	giberellic acid responsive 8 gene	glyma.Wm82.gnm2.ann1.Glyma.11G216500	0
C2-113	C2-domain containing protein gene 113	glyma.Wm82.gnm2.ann1.Glyma.11G216900	1
C2-114	C2-domain containing protein gene 114	glyma.Wm82.gnm2.ann1.Glyma.11G219000	1
CCS52	WD-repeat cell cycle regulatory protein gene	glyma.Wm82.gnm2.ann1.Glyma.11G219600	1
RCA11	ribulose bisphosphate carboxylase/oxygenase activase 11, chloroplastic-like gene	glyma.Wm82.gnm2.ann1.Glyma.11G221000	1
PP2C21	Protein Phosphatase 2C-type gene 21	glyma.Wm82.gnm2.ann1.Glyma.11G222600	1
BTB065	BTB gene 65	glyma.Wm82.gnm2.ann1.Glyma.11G222900	1
TCF1c	tolerant to chilling and freezing 1c	glyma.Wm82.gnm2.ann1.Glyma.11G223000	1
WAK38	Wall Associated Kinase gene 38	glyma.Wm82.gnm2.ann1.Glyma.11G223200	1
GMP2	mannose-1-phosphate guanylyltransferase 1-like gene 2	glyma.Wm82.gnm2.ann1.Glyma.11G223700	1
COI1	coronatine-insensitive 1 gene	glyma.Wm82.gnm2.ann1.Glyma.11G227300	1
C2-115	C2-domain containing protein gene 115	glyma.Wm82.gnm2.ann1.Glyma.11G227500	1
WOX20	Wuschel-related homeobox transcription factor gene 20	glyma.Wm82.gnm2.ann1.Glyma.11G227800	1
PIP1-8	aquaporin PIP1-8 gene	glyma.Wm82.gnm2.ann1.Glyma.11G228000	1
LAX11	auxin transporter-like protein gene 11	glyma.Wm82.gnm2.ann1.Glyma.11G228300	1
CYP90A15	cytochrome P450 90A15 gene	glyma.Wm82.gnm2.ann1.Glyma.11G228900	1
CHX22f	Cation/H+ Exchanger Protein 22 gene F	glyma.Wm82.gnm2.ann1.Glyma.11G229400	1
GELP92	GDSL-type esterase/lipase protein gene 92	glyma.Wm82.gnm2.ann1.Glyma.11G229500	1
ELF4A	protein EARLY FLOWERING 4a gene	glyma.Wm82.gnm2.ann1.Glyma.11G229700	1
CYP26	peptidyl-prolyl cis-trans isomerase CYP26 gene	glyma.Wm82.gnm2.ann1.Glyma.11G229800	1
C2-116	C2-domain containing protein gene 116	glyma.Wm82.gnm2.ann1.Glyma.11G229900	1
C2-117	C2-domain containing protein gene 117	glyma.Wm82.gnm2.ann1.Glyma.11G230000	1
C2-118	C2-domain containing protein gene 118	glyma.Wm82.gnm2.ann1.Glyma.11G230100	1
SMXL17	Suppressor of Max2 gene 1-like gene 17	glyma.Wm82.gnm2.ann1.Glyma.11G230700	1
SFERH-3	ferritin gene 3	glyma.Wm82.gnm2.ann1.Glyma.11G232600	1
PYL12	Pyrabactin Resistance 1-Like gene 12	glyma.Wm82.gnm2.ann1.Glyma.11G233300	1
Lac46	Laccase gene 46	glyma.Wm82.gnm2.ann1.Glyma.11G233400	1
PDH2	prephenate dehydrogenase 2 gene	glyma.Wm82.gnm2.ann1.Glyma.11G233900	1
CHX29a	Cation/H+ Exchanger Protein 29 gene A	glyma.Wm82.gnm2.ann1.Glyma.11G234000	1
SNAP11	soluble NSF attachment protein SNAP11 gene	glyma.Wm82.gnm2.ann1.Glyma.11G234500	1
BTB066	BTB gene 66	glyma.Wm82.gnm2.ann1.Glyma.11G234900	1
HIGD4	Hypoxia Inducible Gene Domain gene 4	glyma.Wm82.gnm2.ann1.Glyma.11G235000	1
SOYSTGA	bZIP transcription factor gene	glyma.Wm82.gnm2.ann1.Glyma.11G236300	1
TGA15	TGA transcription factor gene 15	glyma.Wm82.gnm2.ann1.Glyma.11G236300	0
Lac47	Laccase gene 47	glyma.Wm82.gnm2.ann1.Glyma.11G236800	1
MIPS	myo-inositol-3-phosphate synthase gene	glyma.Wm82.gnm2.ann1.Glyma.11G238800	1
